Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G-PK	PK	PKatt	CrdY	CrdR	Gls/90	Ast/90	G+A/90	G-PK/90	G+A-PK/90	xG	npxG	xA	npxG+xA	xG/90	xA/90	xG+xA/90	npxG/90	npxG+xA/90
1	Tammy Abraham	eng ENG	FW	Roma	23	1997	37	36	3084	34.3	17	4	14	3	3	9	0	0.5	0.12	0.61	0.41	0.53	20.5	18.3	3.6	21.8	0.6	0.1	0.7	0.53	0.64
2	Francesco Acerbi	it ITA	DF	Lazio	33	1988	30	29	2536	28.2	4	0	4	0	0	2	1	0.14	0	0.14	0.14	0.14	2.2	2.2	0.4	2.6	0.08	0.02	0.09	0.08	0.09
3	Michel Aebischer	ch SUI	MF	Bologna	24	1997	12	4	443	4.9	0	0	0	0	0	1	0	0	0	0	0	0	0.1	0.1	0.4	0.5	0.03	0.08	0.11	0.03	0.11
4	Felix Afena-Gyan	gh GHA	FWMF	Roma	18	2003	17	6	668	7.4	2	0	2	0	0	5	1	0.27	0	0.27	0.27	0.27	1.9	1.9	0.2	2.1	0.25	0.03	0.28	0.25	0.28
5	Kevin Agudelo	co COL	MFFW	Spezia	22	1998	23	12	1237	13.7	3	1	3	0	0	2	1	0.22	0.07	0.29	0.22	0.29	2.5	2.5	0.8	3.3	0.18	0.06	0.24	0.18	0.24
6	Ola Aina	ng NGA	DF	Torino	24	1996	21	17	1437	16	0	0	0	0	0	4	0	0	0	0	0	0	0.3	0.3	1.4	1.7	0.02	0.09	0.11	0.02	0.11
7	Marley Aké	fr FRA	MFFW	Juventus	20	2001	4	0	77	0.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	Jean-Daniel Akpa-Akpro	ci CIV	MF	Lazio	28	1992	10	4	315	3.5	0	0	0	0	0	1	0	0	0	0	0	0	0.4	0.4	0	0.5	0.12	0.01	0.13	0.12	0.13
9	Luis Alberto	es ESP	MF	Lazio	28	1992	34	27	2353	26.1	5	9	5	0	0	5	0	0.19	0.34	0.54	0.19	0.54	3.5	3.5	7.8	11.3	0.14	0.3	0.43	0.14	0.43
10	Giorgio Altare	it ITA	DF	Cagliari	22	1998	19	17	1466	16.3	1	0	1	0	0	5	0	0.06	0	0.06	0.06	0.06	1.3	1.3	0.5	1.8	0.08	0.03	0.11	0.08	0.11
11	Wisdom Amey	it ITA	DF	Bologna	15	2005	1	1	71	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	Kelvin Amian	fr FRA	DF	Spezia	23	1998	32	31	2646	29.4	1	1	1	0	0	9	2	0.03	0.03	0.07	0.03	0.07	2.4	2.4	1.2	3.6	0.08	0.04	0.12	0.08	0.12
13	Nadiem Amiri	de GER	MFFW	Genoa	24	1996	13	9	683	7.6	0	1	0	0	0	0	0	0	0.13	0.13	0	0.13	1.1	1.1	1.6	2.7	0.14	0.21	0.35	0.14	0.35
14	Ethan Ampadu	wls WAL	MFDF	Venezia	20	2000	29	26	2282	25.4	0	3	0	0	0	13	2	0	0.12	0.12	0	0.12	0.3	0.3	1.4	1.7	0.01	0.06	0.07	0.01	0.07
15	Sofyan Amrabat	ma MAR	MF	Fiorentina	24	1996	23	8	944	10.5	1	0	1	0	0	6	0	0.1	0	0.1	0.1	0.1	0.2	0.2	0.2	0.4	0.02	0.02	0.04	0.02	0.04
16	Felipe Anderson	br BRA	FW	Lazio	28	1993	38	33	2888	32.1	6	8	6	0	0	2	0	0.19	0.25	0.44	0.19	0.44	5.5	5.5	6.9	12.5	0.17	0.22	0.39	0.17	0.39
17	Ebenezer Annan	gh GHA	DF	Bologna	18	2002	1	0	25	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	Cristian Ansaldi	ar ARG	DF	Torino	34	1986	19	5	691	7.7	0	3	0	0	0	2	0	0	0.39	0.39	0	0.39	0.3	0.3	1.4	1.7	0.04	0.19	0.22	0.04	0.22
19	Janis Antiste	fr FRA	FW	Spezia	18	2002	18	9	796	8.8	1	0	1	0	0	0	0	0.11	0	0.11	0.11	0.11	1.4	1.4	0.3	1.7	0.16	0.03	0.19	0.16	0.19
20	Mattia Aramu	it ITA	MFFW	Venezia	26	1995	32	25	2100	23.3	7	5	4	3	4	6	0	0.3	0.21	0.51	0.17	0.39	6.9	3.9	4.4	8.4	0.3	0.19	0.49	0.17	0.36
21	Marko Arnautovi?	at AUT	FW	Bologna	32	1989	33	32	2694	29.9	14	1	12	2	3	6	0	0.47	0.03	0.5	0.4	0.43	14.7	12.5	4.4	16.9	0.49	0.15	0.64	0.42	0.57
22	Tolgay Arslan	de GER	MF	Udinese	30	1990	30	22	1658	18.4	1	0	1	0	0	9	0	0.05	0	0.05	0.05	0.05	1.2	1.2	1.7	2.9	0.07	0.09	0.16	0.07	0.16
23	Arthur	br BRA	FW	Fiorentina	23	1998	14	8	749	8.3	2	2	2	0	0	1	0	0.24	0.24	0.48	0.24	0.48	3.7	3.7	0.3	4	0.45	0.03	0.48	0.45	0.48
24	Kristoffer Askildsen	no NOR	MF	Sampdoria	20	2001	19	7	754	8.4	0	0	0	0	0	5	0	0	0	0	0	0	0.3	0.3	0.2	0.4	0.03	0.02	0.05	0.03	0.05
25	Kristjan Asllani	al ALB	MF	Empoli	19	2002	23	14	1353	15	1	1	1	0	0	2	0	0.07	0.07	0.13	0.07	0.13	0.8	0.8	1.1	1.9	0.05	0.07	0.13	0.05	0.13
26	Emil Audero	it ITA	GK	Sampdoria	24	1997	29	29	2560	28.4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.4	0.4	0	0.01	0.01	0	0.01
27	Tommaso Augello	it ITA	DF	Sampdoria	26	1994	36	25	2395	26.6	1	1	1	0	0	0	0	0.04	0.04	0.08	0.04	0.08	0.4	0.4	1.9	2.3	0.01	0.07	0.09	0.01	0.09
28	Ramzi Aya	it ITA	DF	Salernitana	30	1990	2	2	135	1.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0.03	0.03
29	Kaan Ayhan	tr TUR	DF	Sassuolo	26	1994	23	14	1354	15	1	0	1	0	0	2	1	0.07	0	0.07	0.07	0.07	0.3	0.3	0	0.4	0.02	0	0.02	0.02	0.02
30	Milan Badelj	hr CRO	MF	Genoa	32	1989	34	34	2844	31.6	1	0	1	0	0	4	0	0.03	0	0.03	0.03	0.03	1.2	1.2	2.3	3.5	0.04	0.07	0.11	0.04	0.11
31	Nicola Bagnolini	it ITA	GK	Bologna	17	2004	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	Issa Bah	lu LUX	FW	Venezia	19	2002	1	0	9	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	Nedim Bajrami	al ALB	MFFW	Empoli	22	1999	35	23	2054	22.8	6	5	3	3	3	3	0	0.26	0.22	0.48	0.13	0.35	6.2	3.9	5.2	9.1	0.27	0.23	0.5	0.17	0.4
34	Tiemoué Bakayoko	fr FRA	MF	Milan	26	1994	14	5	501	5.6	0	0	0	0	0	3	0	0	0	0	0	0	0.3	0.3	0.5	0.8	0.05	0.09	0.15	0.05	0.15
35	Tommaso Baldanzi	it ITA	FW	Empoli	18	2003	1	0	18	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.14	0	0.14
36	Keita Baldé	sn SEN	FWMF	Cagliari	26	1995	26	14	1229	13.7	3	1	3	0	0	2	0	0.22	0.07	0.29	0.22	0.29	3.2	3.2	1.1	4.2	0.23	0.08	0.31	0.23	0.31
37	Fodé Ballo-Touré	sn SEN	DF	Milan	24	1997	10	5	446	5	0	0	0	0	0	2	0	0	0	0	0	0	0.5	0.5	0.2	0.7	0.11	0.04	0.15	0.11	0.15
38	Filippo Bandinelli	it ITA	MF	Empoli	26	1995	35	24	1955	21.7	2	3	2	0	0	10	0	0.09	0.14	0.23	0.09	0.23	2.6	2.6	3.1	5.6	0.12	0.14	0.26	0.12	0.26
39	Mattia Bani	it ITA	DF	Genoa	27	1993	17	13	1211	13.5	0	0	0	0	0	1	0	0	0	0	0	0	1.2	1.2	0	1.2	0.09	0	0.09	0.09	0.09
40	Antonín Barák	cz CZE	FWMF	Hellas Verona	26	1994	29	27	2340	26	11	4	7	4	4	4	0	0.42	0.15	0.58	0.27	0.42	9.5	6.5	3.4	9.8	0.37	0.13	0.5	0.25	0.38
41	Francesco Bardi	it ITA	GK	Bologna	29	1992	2	2	177	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	Nicolò Barella	it ITA	MF	Inter	24	1997	36	36	2913	32.4	3	11	3	0	0	9	0	0.09	0.34	0.43	0.09	0.43	5.2	5.2	7.9	13.1	0.16	0.24	0.4	0.16	0.4
43	Musa Barrow	gm GAM	FWMF	Bologna	22	1998	34	25	2134	23.7	6	6	6	0	0	0	0	0.25	0.25	0.51	0.25	0.51	5.4	5.4	4.4	9.8	0.23	0.18	0.41	0.23	0.41
44	Daniele Baselli	it ITA	MFFW	Torino	29	1992	6	0	150	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0.3	0.17	0.01	0.18	0.17	0.18
45	Daniele Baselli	it ITA	MF	Cagliari	29	1992	9	2	290	3.2	0	1	0	0	0	1	0	0	0.31	0.31	0	0.31	0.5	0.5	0.5	0.9	0.14	0.15	0.29	0.14	0.29
46	Toma Baši?	hr CRO	MF	Lazio	24	1996	29	9	982	10.9	0	2	0	0	0	3	0	0	0.18	0.18	0	0.18	1.7	1.7	0.8	2.5	0.16	0.08	0.23	0.16	0.23
47	Alessandro Bastoni	it ITA	DF	Inter	22	1999	31	29	2311	25.7	1	2	1	0	0	4	0	0.04	0.08	0.12	0.04	0.12	0.5	0.5	1.4	1.9	0.02	0.05	0.07	0.02	0.07
48	Simone Bastoni	it ITA	MFDF	Spezia	24	1996	31	26	2288	25.4	3	3	3	0	0	5	1	0.12	0.12	0.24	0.12	0.24	1.7	1.7	3.4	5.1	0.07	0.13	0.2	0.07	0.2
49	Rodrigo Becão	br BRA	DF	Udinese	25	1996	35	35	3130	34.8	2	1	2	0	0	10	0	0.06	0.03	0.09	0.06	0.09	1.1	1.1	0.8	1.9	0.03	0.02	0.05	0.03	0.05
50	Valon Behrami	ch SUI	MF	Genoa	36	1985	10	2	311	3.5	0	0	0	0	0	3	0	0	0	0	0	0	0.1	0.1	0.1	0.2	0.02	0.04	0.06	0.02	0.06
51	Vid Belec	si SVN	GK	Salernitana	31	1990	23	21	1938	21.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	Raoul Bellanova	it ITA	DF	Cagliari	21	2000	31	27	2496	27.7	1	2	1	0	0	3	0	0.04	0.07	0.11	0.04	0.11	1.8	1.8	3.8	5.6	0.06	0.14	0.2	0.06	0.2
53	Andrea Belotti	it ITA	FW	Torino	27	1993	22	16	1371	15.2	8	1	5	3	3	1	0	0.53	0.07	0.59	0.33	0.39	7.6	5.3	1	6.3	0.5	0.06	0.56	0.35	0.41
54	Marco Benassi	it ITA	DFMF	Fiorentina	26	1994	6	1	158	1.8	0	0	0	0	0	1	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.06	0.03	0.08	0.06	0.08
55	Marco Benassi	it ITA	MF	Empoli	26	1994	12	3	382	4.2	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.5	0.4	0.8	0.11	0.09	0.2	0.11	0.2
56	Filip Benkovi?	hr CRO	DFFW	Udinese	24	1997	2	0	8	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.1	0.95	0	0.95	0.95	0.95
57	Ismaël Bennacer	dz ALG	MF	Milan	23	1997	31	15	1525	16.9	2	1	2	0	0	7	0	0.12	0.06	0.18	0.12	0.18	0.8	0.8	2	2.8	0.05	0.12	0.16	0.05	0.16
58	Rodrigo Bentancur	uy URU	MF	Juventus	24	1997	19	13	1155	12.8	0	1	0	0	0	1	0	0	0.08	0.08	0	0.08	0.4	0.4	0.3	0.8	0.03	0.02	0.06	0.03	0.06
59	Alessandro Berardi	it ITA	GK	Hellas Verona	30	1991	1	1	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	Domenico Berardi	it ITA	FW	Sassuolo	26	1994	33	33	2819	31.3	15	14	9	6	6	9	0	0.48	0.45	0.93	0.29	0.73	12.4	7.8	8.5	16.3	0.39	0.27	0.67	0.25	0.52
61	Bartosz Bereszy?ski	pl POL	DF	Sampdoria	29	1992	35	35	2946	32.7	0	3	0	0	0	12	0	0	0.09	0.09	0	0.09	0.7	0.7	1.1	1.8	0.02	0.03	0.05	0.02	0.05
62	Etrit Berisha	al ALB	GK	Torino	32	1989	10	10	900	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	Federico Bernardeschi	it ITA	MFFW	Juventus	27	1994	28	16	1475	16.4	1	3	1	0	0	5	0	0.06	0.18	0.24	0.06	0.24	1.4	1.4	1.9	3.3	0.09	0.12	0.2	0.09	0.2
64	Nicolò Bertola	it ITA	MFDF	Spezia	18	2003	2	0	35	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.04	0.04	0.04
65	Daniel Bessa	it ITA	MFFW	Hellas Verona	28	1993	24	5	768	8.5	1	1	1	0	0	5	1	0.12	0.12	0.23	0.12	0.23	0.3	0.3	0.8	1.2	0.04	0.1	0.14	0.04	0.14
66	Beto	gw GNB	FW	Udinese	23	1998	28	24	2173	24.1	11	0	11	0	0	1	0	0.46	0	0.46	0.46	0.46	10.6	10.6	1.5	12.1	0.44	0.06	0.5	0.44	0.5
67	Luis Binks	eng ENG	DF	Bologna	19	2001	15	7	646	7.2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0.1	0.01	0	0.01	0.01	0.01
68	Cristiano Biraghi	it ITA	DF	Fiorentina	28	1992	37	37	3153	35	4	1	3	1	2	5	1	0.11	0.03	0.14	0.09	0.11	3.3	1.8	5.8	7.6	0.1	0.16	0.26	0.05	0.22
69	Davide Biraschi	it ITA	DF	Genoa	27	1994	14	11	930	10.3	0	0	0	0	0	4	0	0	0	0	0	0	0.1	0.1	0.3	0.4	0.01	0.03	0.04	0.01	0.04
70	Bjarki Bjarkason	is ISL	FW	Venezia	21	2000	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	Jeremie Boga	ci CIV	FWMF	Atalanta	24	1997	15	7	764	8.5	0	0	0	0	0	0	0	0	0	0	0	0	1.2	1.2	1.7	2.9	0.14	0.2	0.34	0.14	0.34
72	Jeremie Boga	ci CIV	FWMF	Sassuolo	24	1997	12	8	670	7.4	0	2	0	0	0	0	0	0	0.27	0.27	0	0.27	1	1	0.8	1.8	0.13	0.1	0.24	0.13	0.24
73	Luka Bogdan	hr CRO	DF	Salernitana	25	1996	6	4	399	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.01	0.01	0.01	0.01	0.01
74	Emil Bohinen	no NOR	MF	Salernitana	22	1999	11	8	699	7.8	0	1	0	0	0	5	0	0	0.13	0.13	0	0.13	0.1	0.1	0.5	0.6	0.02	0.06	0.08	0.02	0.08
75	Giacomo Bonaventura	it ITA	MF	Fiorentina	31	1989	31	28	2266	25.2	4	4	4	0	0	8	1	0.16	0.16	0.32	0.16	0.32	5.1	5.1	2.5	7.5	0.2	0.1	0.3	0.2	0.3
76	Federico Bonazzoli	it ITA	FWMF	Salernitana	24	1997	32	19	1866	20.7	10	0	8	2	2	6	0	0.48	0	0.48	0.39	0.39	7.4	5.9	0.8	6.7	0.36	0.04	0.4	0.29	0.32
77	Kevin Bonifazi	it ITA	DF	Bologna	25	1996	22	14	1210	13.4	0	0	0	0	0	4	1	0	0	0	0	0	0.7	0.7	0.8	1.5	0.05	0.06	0.11	0.05	0.11
78	Leonardo Bonucci	it ITA	DF	Juventus	34	1987	24	22	2005	22.3	5	0	2	3	3	1	0	0.22	0	0.22	0.09	0.09	4.9	2.6	0.4	3	0.22	0.02	0.24	0.12	0.13
79	Mehdi Bourabia	ma MAR	MF	Spezia	29	1991	8	2	282	3.1	1	0	1	0	0	0	0	0.32	0	0.32	0.32	0.32	0	0	0	0.1	0.01	0.01	0.03	0.01	0.03
80	Edoardo Bove	it ITA	MFFW	Roma	19	2002	11	0	68	0.8	1	0	1	0	0	0	0	1.32	0	1.32	1.32	1.32	0	0	0	0	0.02	0	0.02	0.02	0.02
81	Josip Brekalo	hr CRO	FWMF	Torino	23	1998	32	26	2286	25.4	7	2	7	0	0	1	0	0.28	0.08	0.35	0.28	0.35	4.7	4.7	5.1	9.9	0.19	0.2	0.39	0.19	0.39
82	Gleison Bremer	br BRA	DF	Torino	24	1997	33	33	2890	32.1	3	1	3	0	0	7	0	0.09	0.03	0.12	0.09	0.12	4.1	4.1	0.2	4.3	0.13	0.01	0.13	0.13	0.13
83	Marcelo Brozovi?	hr CRO	MF	Inter	28	1992	35	35	2937	32.6	2	1	2	0	0	7	0	0.06	0.03	0.09	0.06	0.09	1.2	1.2	1.8	3	0.04	0.06	0.09	0.04	0.09
84	Aleksander Buksa	pl POL	FW	Genoa	18	2003	4	0	63	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	Alessandro Buongiorno	it ITA	DF	Torino	22	1999	23	12	1181	13.1	0	1	0	0	0	5	0	0	0.08	0.08	0	0.08	0.5	0.5	0.7	1.2	0.04	0.05	0.09	0.04	0.09
86	Gianluca Busio	us USA	MF	Venezia	19	2002	29	23	1950	21.7	1	1	1	0	0	8	0	0.05	0.05	0.09	0.05	0.09	1	1	1.7	2.7	0.05	0.08	0.12	0.05	0.12
87	Jovane Cabral	cv CPV	FW	Lazio	23	1998	3	2	190	2.1	1	0	1	0	0	0	0	0.47	0	0.47	0.47	0.47	0.9	0.9	0.5	1.4	0.43	0.22	0.65	0.43	0.65
88	Liberato Cacace	nz NZL	DF	Empoli	20	2000	10	5	466	5.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.01	0.01
89	Martín Cáceres	uy URU	DF	Cagliari	34	1987	14	9	832	9.2	1	1	1	0	0	3	1	0.11	0.11	0.22	0.11	0.22	0.3	0.3	0.4	0.7	0.03	0.04	0.07	0.03	0.07
90	Felipe Caicedo	ec ECU	FW	Genoa	32	1988	9	1	284	3.2	1	2	1	0	0	1	0	0.32	0.63	0.95	0.32	0.95	1.2	1.2	0.9	2.2	0.39	0.29	0.68	0.39	0.68
91	Felipe Caicedo	ec ECU	FW	Inter	32	1988	3	0	23	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0.67	0.67	0	0.67
92	Davide Calabria	it ITA	DF	Milan	24	1996	26	24	2119	23.5	2	2	2	0	0	2	0	0.08	0.08	0.17	0.08	0.17	3.2	3.2	1.4	4.6	0.14	0.06	0.2	0.14	0.2
93	Riccardo Calafiori	it ITA	DF	Genoa	19	2002	3	1	82	0.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.05	0	0.05	0.05	0.05
94	Riccardo Calafiori	it ITA	DF	Roma	19	2002	6	2	174	1.9	0	1	0	0	0	2	0	0	0.52	0.52	0	0.52	0	0	0.8	0.8	0	0.41	0.41	0	0.41
95	Mattia Caldara	it ITA	DF	Venezia	27	1994	31	30	2704	30	1	0	1	0	0	9	0	0.03	0	0.03	0.03	0.03	1.7	1.7	0	1.7	0.06	0	0.06	0.06	0.06
96	Hakan Çalhano?lu	tr TUR	MF	Inter	27	1994	34	33	2480	27.6	7	12	4	3	3	11	0	0.25	0.44	0.69	0.15	0.58	6.5	3.9	8.3	12.2	0.23	0.3	0.54	0.14	0.44
97	José Callejón	es ESP	FW	Fiorentina	34	1987	30	16	1298	14.4	1	2	1	0	0	0	0	0.07	0.14	0.21	0.07	0.21	1.7	1.7	3	4.8	0.12	0.21	0.33	0.12	0.33
98	Andrea Cambiaso	it ITA	DF	Genoa	21	2000	26	21	1790	19.9	1	4	1	0	0	5	1	0.05	0.2	0.25	0.05	0.25	0.7	0.7	1.8	2.5	0.04	0.09	0.13	0.04	0.13
99	Matteo Cancellieri	it ITA	MFDF	Hellas Verona	19	2002	12	1	227	2.5	1	0	1	0	0	1	0	0.4	0	0.4	0.4	0.4	0.2	0.2	0.2	0.4	0.07	0.1	0.17	0.07	0.17
100	Antonio Candreva	it ITA	MFFW	Sampdoria	34	1987	36	36	3119	34.7	7	10	6	1	2	6	1	0.2	0.29	0.49	0.17	0.46	6	4.5	6.7	11.1	0.17	0.19	0.36	0.13	0.32
101	Leonardo Capezzi	it ITA	MF	Salernitana	26	1995	5	2	175	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	Gianluca Caprari	it ITA	FWMF	Hellas Verona	28	1993	35	33	2739	30.4	12	7	10	2	2	4	0	0.39	0.23	0.62	0.33	0.56	7.3	5.7	6.8	12.5	0.24	0.22	0.46	0.19	0.41
103	Francesco Caputo	it ITA	FW	Sampdoria	33	1987	36	31	2790	31	11	3	11	0	1	0	0	0.35	0.1	0.45	0.35	0.45	10.8	9.8	3.4	13.3	0.35	0.11	0.46	0.32	0.43
104	Francesco Caputo	it ITA	FW	Sassuolo	33	1987	2	2	156	1.7	0	1	0	0	0	1	0	0	0.58	0.58	0	0.58	0.7	0.7	0.4	1	0.39	0.21	0.6	0.39	0.6
105	Andrea Carboni	it ITA	DF	Cagliari	20	2001	30	25	2215	24.6	0	0	0	0	0	6	0	0	0	0	0	0	0.6	0.6	0.2	0.8	0.02	0.01	0.03	0.02	0.03
106	Nicolò Casale	it ITA	DF	Hellas Verona	23	1998	36	30	2586	28.7	0	1	0	0	0	10	0	0	0.03	0.03	0	0.03	0.7	0.7	1.3	2	0.03	0.04	0.07	0.03	0.07
107	Francesco Cassata	it ITA	MF	Genoa	24	1997	1	0	7	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	Samu Castillejo	es ESP	FWMF	Milan	26	1995	5	1	125	1.4	0	0	0	0	0	1	0	0	0	0	0	0	0.1	0.1	0.2	0.3	0.08	0.13	0.21	0.08	0.21
109	Gaetano Castrovilli	it ITA	MF	Fiorentina	24	1997	23	16	1391	15.5	1	1	1	0	0	4	0	0.06	0.06	0.13	0.06	0.13	1.2	1.2	1.6	2.8	0.08	0.1	0.18	0.08	0.18
110	Danilo Cataldi	it ITA	MF	Lazio	26	1994	32	19	1707	19	1	2	1	0	0	8	0	0.05	0.11	0.16	0.05	0.16	0.4	0.4	2.4	2.8	0.02	0.13	0.15	0.02	0.15
111	Pietro Ceccaroni	it ITA	DF	Venezia	25	1995	35	35	3122	34.7	2	1	2	0	0	7	1	0.06	0.03	0.09	0.06	0.09	2.1	2.1	0.3	2.4	0.06	0.01	0.07	0.06	0.07
112	Federico Ceccherini	it ITA	DF	Hellas Verona	29	1992	34	29	2358	26.2	1	0	1	0	0	12	1	0.04	0	0.04	0.04	0.04	1.8	1.8	0.7	2.6	0.07	0.03	0.1	0.07	0.1
113	Emil Ceide	no NOR	FWDF	Sassuolo	19	2001	6	0	53	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	Luca Ceppitelli	it ITA	DF	Cagliari	31	1989	24	16	1445	16.1	1	1	1	0	0	3	0	0.06	0.06	0.12	0.06	0.12	0.6	0.6	0	0.6	0.04	0	0.04	0.04	0.04
115	Damir Ceter	co COL	FW	Cagliari	23	1997	1	0	6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	Julian Chabot	de GER	DF	Sampdoria	23	1998	11	4	490	5.4	0	0	0	0	0	5	0	0	0	0	0	0	0.1	0.1	0	0.1	0.02	0	0.02	0.02	0.02
117	Giorgio Chiellini	it ITA	DF	Juventus	36	1984	21	16	1354	15	0	0	0	0	0	2	0	0	0	0	0	0	0.6	0.6	0.3	0.9	0.04	0.02	0.06	0.04	0.06
118	Federico Chiesa	it ITA	MFFW	Juventus	23	1997	14	11	863	9.6	2	2	2	0	0	0	0	0.21	0.21	0.42	0.21	0.42	2.3	2.3	1.2	3.5	0.24	0.12	0.37	0.24	0.37
119	Vlad Chiriche?	ro ROU	DF	Sassuolo	31	1989	29	27	2300	25.6	0	0	0	0	0	4	0	0	0	0	0	0	0.7	0.7	0.1	0.7	0.03	0	0.03	0.03	0.03
120	Riccardo Ciervo	it ITA	MFDF	Sampdoria	19	2002	10	1	227	2.5	0	1	0	0	0	0	0	0	0.4	0.4	0	0.4	0.1	0.1	0.2	0.4	0.05	0.09	0.14	0.05	0.14
121	Moustapha Cissé	gn GUI	FW	Atalanta	17	2003	3	0	38	0.4	1	0	1	0	0	0	0	2.37	0	2.37	2.37	2.37	0.5	0.5	0	0.5	1.21	0	1.21	1.21	1.21
122	Giorgio Cittadini	it ITA	DF	Atalanta	19	2002	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	Ebrima Colley	gm GAM	FWMF	Spezia	21	2000	11	3	394	4.4	0	0	0	0	0	1	0	0	0	0	0	0	0.7	0.7	1.6	2.2	0.16	0.35	0.51	0.16	0.51
124	Omar Colley	gm GAM	DF	Sampdoria	28	1992	32	31	2745	30.5	0	0	0	0	0	6	1	0	0	0	0	0	1.4	1.4	0	1.4	0.05	0	0.05	0.05	0.05
125	Andrea Consigli	it ITA	GK	Sassuolo	34	1987	37	37	3322	36.9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0
126	Andrea Conti	it ITA	DFMF	Sampdoria	27	1994	7	2	234	2.6	1	0	1	0	0	1	0	0.38	0	0.38	0.38	0.38	0.3	0.3	0	0.3	0.12	0	0.12	0.12	0.12
127	Andrea Conti	it ITA	DF	Milan	27	1994	1	0	13	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	Diego Coppola	it ITA	DF	Hellas Verona	17	2003	4	3	249	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.1	0.02	0	0.02	0.02	0.02
129	Joaquín Correa	ar ARG	FW	Inter	26	1994	26	12	1025	11.4	6	1	6	0	0	2	0	0.53	0.09	0.61	0.53	0.61	4.8	4.8	2	6.7	0.42	0.17	0.59	0.42	0.59
130	Lassana Coulibaly	ml MLI	MF	Salernitana	25	1996	31	29	2332	25.9	0	0	0	0	0	3	0	0	0	0	0	0	0.9	0.9	0.3	1.3	0.04	0.01	0.05	0.04	0.05
131	Mamadou Coulibaly	sn SEN	MF	Salernitana	22	1999	12	9	808	9	2	0	2	0	0	1	0	0.22	0	0.22	0.22	0.22	1.2	1.2	0.2	1.4	0.13	0.03	0.16	0.13	0.16
132	Alessio Cragno	it ITA	GK	Cagliari	27	1994	35	35	3150	35	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	Domenico Criscito	it ITA	DF	Genoa	34	1986	20	18	1618	18	6	1	0	6	7	4	0	0.33	0.06	0.39	0	0.06	5.6	0.3	0.8	1.1	0.31	0.04	0.36	0.02	0.06
134	Bryan Cristante	it ITA	MF	Roma	26	1995	34	29	2678	29.8	2	0	2	0	0	9	0	0.07	0	0.07	0.07	0.07	2.3	2.3	1.6	3.9	0.08	0.05	0.13	0.08	0.13
